-1433.065186,-5886.036621,-1972.445068
-1723.980225,-5886.036621,-1723.980225
-1972.445068,-5886.036621,-1433.065186
-2172.341797,-5886.036621,-1106.863403
-2318.748291,-5886.036621,-753.4069824
-2408.059326,-5886.036621,-381.3991394
-2438.076172,-5886.036621,-5.97E-13
-1968.747314,-6059.181152,0
-1944.508667,-6059.181152,307.9799194
-1872.389893,-6059.181152,608.3763428
-1754.166626,-6059.181152,893.7925415
-1592.75,-6059.181152,1157.200562
-1392.114502,-6059.181152,1392.114502
-1157.200562,-6059.181152,1592.75
-893.7925415,-6059.181152,1754.166626
-608.3763428,-6059.181152,1872.389893
-307.9799194,-6059.181152,1944.508667
-1.21E-13,-6059.181152,1968.747314
307.9799194,-6059.181152,1944.508667
608.3763428,-6059.181152,1872.389893
893.7925415,-6059.181152,1754.166626
1157.200562,-6059.181152,1592.75
1392.114502,-6059.181152,1392.114502
1592.75,-6059.181152,1157.200562
1754.166626,-6059.181152,893.7925415
1872.389893,-6059.181152,608.3763428
1944.508667,-6059.181152,307.9799194
1968.747314,-6059.181152,2.41E-13
1944.508667,-6059.181152,-307.9799194
1872.389893,-6059.181152,-608.3763428
1754.166626,-6059.181152,-893.7925415
1592.75,-6059.181152,-1157.200562
1392.114502,-6059.181152,-1392.114502
1157.200562,-6059.181152,-1592.75
893.7925415,-6059.181152,-1754.166626
608.3763428,-6059.181152,-1872.389893
307.9799194,-6059.181152,-1944.508667
3.62E-13,-6059.181152,-1968.747314
-307.9799194,-6059.181152,-1944.508667
-608.3763428,-6059.181152,-1872.389893
-893.7925415,-6059.181152,-1754.166626
-1157.200562,-6059.181152,-1592.75
-1392.114502,-6059.181152,-1392.114502
-1592.75,-6059.181152,-1157.200562
-1754.166626,-6059.181152,-893.7925415
-1872.389893,-6059.181152,-608.3763428
-1944.508667,-6059.181152,-307.9799194
-1968.747314,-6059.181152,-4.82E-13
-1487.280396,-6194.96875,0
-1468.969482,-6194.96875,232.661911
-1414.487671,-6194.96875,459.5949097
-1325.176514,-6194.96875,675.2111816
-1203.235107,-6194.96875,874.2014771
-1051.666016,-6194.96875,1051.666016
-874.2014771,-6194.96875,1203.235107
-675.2111816,-6194.96875,1325.176514
-459.5949097,-6194.96875,1414.487671
-232.661911,-6194.96875,1468.969482
-9.11E-14,-6194.96875,1487.280396
232.661911,-6194.96875,1468.969482
459.5949097,-6194.96875,1414.487671
675.2111816,-6194.96875,1325.176514
874.2014771,-6194.96875,1203.235107
1051.666016,-6194.96875,1051.666016
1203.235107,-6194.96875,874.2014771
1325.176514,-6194.96875,675.2111816
1414.487671,-6194.96875,459.5949097
1468.969482,-6194.96875,232.661911
1487.280396,-6194.96875,1.82E-13
1468.969482,-6194.96875,-232.661911
1414.487671,-6194.96875,-459.5949097
1325.176514,-6194.96875,-675.2111816
1203.235107,-6194.96875,-874.2014771
1051.666016,-6194.96875,-1051.666016
874.2014771,-6194.96875,-1203.235107
675.2111816,-6194.96875,-1325.176514
459.5949097,-6194.96875,-1414.487671
232.661911,-6194.96875,-1468.969482
2.73E-13,-6194.96875,-1487.280396
-232.661911,-6194.96875,-1468.969482
-459.5949097,-6194.96875,-1414.487671
-675.2111816,-6194.96875,-1325.176514
-874.2014771,-6194.96875,-1203.235107
-1051.666016,-6194.96875,-1051.666016
-1203.235107,-6194.96875,-874.2014771
-1325.176514,-6194.96875,-675.2111816
-1414.487671,-6194.96875,-459.5949097
-1468.969482,-6194.96875,-232.661911
-1487.280396,-6194.96875,-3.64E-13
-996.6439819,-6292.5625,0
-984.3736572,-6292.5625,155.9094696
-947.8647461,-6292.5625,307.9799194
-888.0162964,-6292.5625,452.4668884
-806.3019409,-6292.5625,585.8126221
-704.7337036,-6292.5625,704.7337036
-585.8126221,-6292.5625,806.3019409
-452.4668884,-6292.5625,888.0162964
-307.9799194,-6292.5625,947.8647461
-155.9094696,-6292.5625,984.3736572
-6.10E-14,-6292.5625,996.6439819
155.9094696,-6292.5625,984.3736572
307.9799194,-6292.5625,947.8647461
452.4668884,-6292.5625,888.0162964
585.8126221,-6292.5625,806.3019409
704.7337036,-6292.5625,704.7337036
806.3019409,-6292.5625,585.8126221
888.0162964,-6292.5625,452.4668884
947.8647461,-6292.5625,307.9799194
984.3736572,-6292.5625,155.9094696
996.6439819,-6292.5625,1.22E-13
984.3736572,-6292.5625,-155.9094696
947.8647461,-6292.5625,-307.9799194
888.0162964,-6292.5625,-452.4668884
806.3019409,-6292.5625,-585.8126221
704.7337036,-6292.5625,-704.7337036
585.8126221,-6292.5625,-806.3019409
452.4668884,-6292.5625,-888.0162964
307.9799194,-6292.5625,-947.8647461
155.9094696,-6292.5625,-984.3736572
1.83E-13,-6292.5625,-996.6439819
-155.9094696,-6292.5625,-984.3736572
-307.9799194,-6292.5625,-947.8647461
-452.4668884,-6292.5625,-888.0162964
-585.8126221,-6292.5625,-806.3019409
-704.7337036,-6292.5625,-704.7337036
-806.3019409,-6292.5625,-585.8126221
-888.0162964,-6292.5625,-452.4668884
-947.8647461,-6292.5625,-307.9799194
-984.3736572,-6292.5625,-155.9094696
-996.6439819,-6292.5625,-2.44E-13
-499.8628845,-6351.360352,0
-493.7087708,-6351.360352,78.19578552
-475.3978577,-6351.360352,154.4661255
-445.3811035,-6351.360352,226.9330139
-404.397583,-6351.360352,293.8120422
-353.4564514,-6351.360352,353.4564514
-293.8120422,-6351.360352,404.397583
-226.9330139,-6351.360352,445.3811035
-154.4661255,-6351.360352,475.3978577
-78.19578552,-6351.360352,493.7087708
-3.06E-14,-6351.360352,499.8628845
78.19578552,-6351.360352,493.7087708
154.4661255,-6351.360352,475.3978577
226.9330139,-6351.360352,445.3811035
293.8120422,-6351.360352,404.397583
353.4564514,-6351.360352,353.4564514
404.397583,-6351.360352,293.8120422
445.3811035,-6351.360352,226.9330139
475.3978577,-6351.360352,154.4661255
493.7087708,-6351.360352,78.19578552
499.8628845,-6351.360352,6.12E-14
493.7087708,-6351.360352,-78.19578552
475.3978577,-6351.360352,-154.4661255
445.3811035,-6351.360352,-226.9330139
404.397583,-6351.360352,-293.8120422
353.4564514,-6351.360352,-353.4564514
293.8120422,-6351.360352,-404.397583
226.9330139,-6351.360352,-445.3811035
154.4661255,-6351.360352,-475.3978577
78.19578552,-6351.360352,-493.7087708
9.18E-14,-6351.360352,-499.8628845
-78.19578552,-6351.360352,-493.7087708
-154.4661255,-6351.360352,-475.3978577
-226.9330139,-6351.360352,-445.3811035
-293.8120422,-6351.360352,-404.397583
-353.4564514,-6351.360352,-353.4564514
-404.397583,-6351.360352,-293.8120422
-445.3811035,-6351.360352,-226.9330139
-475.3978577,-6351.360352,-154.4661255
-493.7087708,-6351.360352,-78.19578552
-499.8628845,-6351.360352,-1.22E-13
-7.80E-13,-6371,0
-7.71E-13,-6371,1.22E-13
-7.42E-13,-6371,2.41E-13
-6.95E-13,-6371,3.54E-13
-6.31E-13,-6371,4.59E-13
-5.52E-13,-6371,5.52E-13
-4.59E-13,-6371,6.31E-13
-3.54E-13,-6371,6.95E-13
-2.41E-13,-6371,7.42E-13
-1.22E-13,-6371,7.71E-13
-4.78E-29,-6371,7.80E-13
1.22E-13,-6371,7.71E-13
2.41E-13,-6371,7.42E-13
3.54E-13,-6371,6.95E-13
4.59E-13,-6371,6.31E-13
5.52E-13,-6371,5.52E-13
6.31E-13,-6371,4.59E-13
6.95E-13,-6371,3.54E-13
7.42E-13,-6371,2.41E-13
7.71E-13,-6371,1.22E-13
7.80E-13,-6371,9.55E-29
7.71E-13,-6371,-1.22E-13
7.42E-13,-6371,-2.41E-13
6.95E-13,-6371,-3.54E-13
6.31E-13,-6371,-4.59E-13
5.52E-13,-6371,-5.52E-13
4.59E-13,-6371,-6.31E-13
3.54E-13,-6371,-6.95E-13
2.41E-13,-6371,-7.42E-13
1.22E-13,-6371,-7.71E-13
1.43E-28,-6371,-7.80E-13
-1.22E-13,-6371,-7.71E-13
-2.41E-13,-6371,-7.42E-13
-3.54E-13,-6371,-6.95E-13
-4.59E-13,-6371,-6.31E-13
-5.52E-13,-6371,-5.52E-13
-6.31E-13,-6371,-4.59E-13
-6.95E-13,-6371,-3.54E-13
-7.42E-13,-6371,-2.41E-13
-7.71E-13,-6371,-1.22E-13
-7.80E-13,-6371,-1.91E-28
